S2B_MSIL2A_20220227T100049_N0400_R093_T27DVC_20220227T115946,https://scihub.copernicus.eu/dhus/odata/v1/Products('947dbf4b-a470-4ca2-ad42-8ee6797c883e')
S2B_MSIL2A_20220227T100049_N0400_R093_T26DPH_20220227T115946,https://scihub.copernicus.eu/dhus/odata/v1/Products('11e96152-dcdd-4983-8fa4-79b8efc948d3')
S2B_MSIL1C_20220227T100049_N0400_R093_T26DPH_20220227T112401,https://scihub.copernicus.eu/dhus/odata/v1/Products('48c3332d-e04a-4dfa-9e89-7190500198eb')
S2B_MSIL1C_20220227T100049_N0400_R093_T27DVC_20220227T112401,https://scihub.copernicus.eu/dhus/odata/v1/Products('e5a1e8af-22e5-4e87-8d83-5a47d74da636')
S2B_MSIL2A_20220217T100049_N0400_R093_T27DVC_20220217T124509,https://scihub.copernicus.eu/dhus/odata/v1/Products('96121c04-a1bc-44a8-af0d-59ee573b4986')
S2B_MSIL2A_20220217T100049_N0400_R093_T26DPH_20220217T124509,https://scihub.copernicus.eu/dhus/odata/v1/Products('87bf923a-d8a3-4bdf-b044-1b2c00ae7458')
S2B_MSIL1C_20220217T100049_N0400_R093_T27DVC_20220217T113350,https://scihub.copernicus.eu/dhus/odata/v1/Products('e6248c44-0335-4772-89d1-76c86ab399a5')
S2B_MSIL1C_20220217T100049_N0400_R093_T26DPH_20220217T113350,https://scihub.copernicus.eu/dhus/odata/v1/Products('8ac23f81-7384-48e6-9755-91aa9993e0ab')
S2B_MSIL2A_20220207T100049_N0400_R093_T27DVC_20220207T124433,https://scihub.copernicus.eu/dhus/odata/v1/Products('cbfb4ac7-2179-4fce-8304-73eda1cd364e')
S2B_MSIL2A_20220207T100049_N0400_R093_T26DPH_20220207T124433,https://scihub.copernicus.eu/dhus/odata/v1/Products('ec50acba-2895-45cc-8a88-57dc954dab12')
S2B_MSIL1C_20220207T100049_N0400_R093_T26DPH_20220207T113337,https://scihub.copernicus.eu/dhus/odata/v1/Products('9c9043c3-9b98-43e7-9d72-dcc3090cc0de')
S2B_MSIL1C_20220207T100049_N0400_R093_T27DVC_20220207T113337,https://scihub.copernicus.eu/dhus/odata/v1/Products('19136f9e-7302-4acf-aad8-c77a345cbe6a')
S2B_MSIL2A_20220128T100049_N0400_R093_T27DVC_20220128T123740,https://scihub.copernicus.eu/dhus/odata/v1/Products('ad625b4a-146e-4b8b-8d8d-ddac33d09270')
S2B_MSIL2A_20220128T100049_N0400_R093_T26DPH_20220128T123740,https://scihub.copernicus.eu/dhus/odata/v1/Products('091b5cfe-34cb-4c45-aee6-98f586371f99')
S2B_MSIL1C_20220128T100049_N0400_R093_T26DPH_20220128T113923,https://scihub.copernicus.eu/dhus/odata/v1/Products('b6dcebf7-7182-41bb-a4b2-eef492a98f7f')
S2B_MSIL1C_20220128T100049_N0400_R093_T27DVC_20220128T113923,https://scihub.copernicus.eu/dhus/odata/v1/Products('f5616cb9-f194-44ea-bd0f-e61bc2b86b6b')
S2B_MSIL2A_20220118T100049_N0301_R093_T26DPH_20220118T121544,https://scihub.copernicus.eu/dhus/odata/v1/Products('d58b4ab6-3d04-4862-b8c0-ac373cd21b2f')
S2B_MSIL2A_20220118T100049_N0301_R093_T27DVC_20220118T121544,https://scihub.copernicus.eu/dhus/odata/v1/Products('e9d0ad43-8e0a-490e-bd74-0bd4a69481bc')
S2B_MSIL1C_20220118T100049_N0301_R093_T26DPH_20220118T112007,https://scihub.copernicus.eu/dhus/odata/v1/Products('64aed8eb-d5fd-415e-8fee-b60640595308')
S2B_MSIL1C_20220118T100049_N0301_R093_T27DVC_20220118T112007,https://scihub.copernicus.eu/dhus/odata/v1/Products('be8792fa-428f-464b-af03-cccb7d6ebacb')
S2B_MSIL2A_20220108T100049_N0301_R093_T27DVC_20220108T122442,https://scihub.copernicus.eu/dhus/odata/v1/Products('e93baee9-89e5-446a-abcf-1e8257a86f54')
S2B_MSIL2A_20220108T100049_N0301_R093_T26DPH_20220108T122442,https://scihub.copernicus.eu/dhus/odata/v1/Products('bbf171e0-3e09-4c80-a1b4-da14513b71c3')
S2B_MSIL1C_20220108T100049_N0301_R093_T26DPH_20220108T112313,https://scihub.copernicus.eu/dhus/odata/v1/Products('41f813ec-61aa-4665-9191-268ee3267006')
S2B_MSIL1C_20220108T100049_N0301_R093_T27DVC_20220108T112313,https://scihub.copernicus.eu/dhus/odata/v1/Products('6ee919fd-bc3c-4821-ad5d-89bb2fde7027')
